EURUSD,9
USDJPY,9
GBPUSD,9
AUDUSD,9
GBPJPY,9
USDCHF,9
GRTUSD,-2
ADAUSD,-2
ETHUSD,-2
SOLUSD,-2
BTCUSD,-2
